,entry1,entry2,link,value,name,pathway
0,9,19,PPrel,-->,activation,hsa04622
1,19,22,PPrel,---,binding/association,hsa04622
2,22,31,PPrel,---,binding/association,hsa04622
3,142,84,PPrel,-->,activation,hsa04622
4,19,85,PPrel,---,binding/association,hsa04622
5,85,22,PPrel,---,binding/association,hsa04622
6,85,31,PPrel,---,binding/association,hsa04622
7,85,144,PPrel,---,binding/association,hsa04622
8,37,145,PPrel,-->,activation,hsa04622
9,50,20,PPrel,-+-,dissociation,hsa04622
10,10,19,PPrel,-->,activation,hsa04622
11,19,108,PPrel,---,binding/association,hsa04622
12,108,109,PPrel,-->,activation,hsa04622
13,19,46,PPrel,---,binding/association,hsa04622
14,46,99,PPrel,-->,activation,hsa04622
15,55,9,PPrel,--|,inhibition,hsa04622
16,55,10,PPrel,-->,activation,hsa04622
17,74,9,PPrel,--|,inhibition,hsa04622
18,64,9,PPrel,---,binding/association,hsa04622
19,147,9,PPrel,---,binding/association,hsa04622
20,147,19,PPrel,---,binding/association,hsa04622
21,73,19,PPrel,---,binding/association,hsa04622
22,21,22,PPrel,--|,inhibition,hsa04622
23,87,28,PPrel,--|,inhibition,hsa04622
24,97,53,PPrel,---,binding/association,hsa04622
25,77,27,PPrel,---,binding/association,hsa04622
26,90,10,PPrel,--|,inhibition,hsa04622
27,68,19,PPrel,--|,inhibition,hsa04622
28,27,44,GErel,-->,expression,hsa04622
29,27,45,GErel,-->,expression,hsa04622
30,27,114,GErel,-->,expression,hsa04622
31,27,115,GErel,-->,expression,hsa04622
32,27,116,GErel,-->,expression,hsa04622
33,29,44,GErel,-->,expression,hsa04622
34,29,45,GErel,-->,expression,hsa04622
35,29,114,GErel,-->,expression,hsa04622
36,29,115,GErel,-->,expression,hsa04622
37,29,116,GErel,-->,expression,hsa04622
38,20,44,GErel,-->,expression,hsa04622
39,20,45,GErel,-->,expression,hsa04622
40,20,114,GErel,-->,expression,hsa04622
41,20,115,GErel,-->,expression,hsa04622
42,20,116,GErel,-->,expression,hsa04622
43,20,117,GErel,-->,expression,hsa04622
44,20,118,GErel,-->,expression,hsa04622
45,20,119,GErel,-->,expression,hsa04622
46,20,120,GErel,-->,expression,hsa04622
47,139,140,PCrel,--|,inhibition,hsa04622
48,139,141,PCrel,--|,inhibition,hsa04622
49,143,27,PPrel,-->,activation,hsa04622
50,143,27,PPrel,+p,phosphorylation,hsa04622
51,143,29,PPrel,-->,activation,hsa04622
52,143,29,PPrel,+p,phosphorylation,hsa04622
53,145,146,PPrel,-->,activation,hsa04622
54,145,146,PPrel,..>,indirect effect,hsa04622
55,109,20,PPrel,-->,activation,hsa04622
56,109,20,PPrel,..>,indirect effect,hsa04622
57,109,101,PPrel,-->,activation,hsa04622
58,109,101,PPrel,..>,indirect effect,hsa04622
59,99,20,PPrel,-->,activation,hsa04622
60,99,20,PPrel,..>,indirect effect,hsa04622
61,99,100,PPrel,-->,activation,hsa04622
62,99,100,PPrel,..>,indirect effect,hsa04622
63,99,101,PPrel,-->,activation,hsa04622
64,99,101,PPrel,..>,indirect effect,hsa04622
65,14,9,PPrel,-->,activation,hsa04622
66,14,9,PPrel,+u,ubiquitination,hsa04622
67,15,9,PPrel,--|,inhibition,hsa04622
68,15,9,PPrel,+u,ubiquitination,hsa04622
69,61,10,PPrel,--|,inhibition,hsa04622
70,61,10,PPrel,+u,ubiquitination,hsa04622
71,48,50,PPrel,-->,activation,hsa04622
72,48,50,PPrel,+p,phosphorylation,hsa04622
