,entry1,entry2,link,value,name,pathway
0,65,66,PPrel,--|,inhibition,hsa04340
1,40,41,PCrel,-->,activation,hsa04340
2,41,45,PCrel,-->,activation,hsa04340
3,47,129,PPrel,---,binding/association,hsa04340
4,47,48,PPrel,---,binding/association,hsa04340
5,45,43,PPrel,---,binding/association,hsa04340
6,45,44,PPrel,---,binding/association,hsa04340
7,53,54,PPrel,---,binding/association,hsa04340
8,172,47,PPrel,+u,ubiquitination,hsa04340
9,155,86,PPrel,--|,inhibition,hsa04340
10,71,124,PPrel,--|,inhibition,hsa04340
11,86,78,PPrel,-->,activation,hsa04340
12,86,79,PPrel,-->,activation,hsa04340
13,173,74,PPrel,-->,activation,hsa04340
14,81,83,PPrel,+u,ubiquitination,hsa04340
15,174,111,PPrel,+u,ubiquitination,hsa04340
16,112,113,PPrel,---,binding/association,hsa04340
17,102,101,PPrel,---,binding/association,hsa04340
18,88,71,PPrel,---,binding/association,hsa04340
19,71,102,PPrel,---,binding/association,hsa04340
20,103,102,PPrel,---,binding/association,hsa04340
21,74,76,PPrel,---,binding/association,hsa04340
22,74,75,PPrel,---,binding/association,hsa04340
23,78,79,PPrel,---,binding/association,hsa04340
24,90,91,PPrel,---,binding/association,hsa04340
25,90,71,PPrel,-->,activation,hsa04340
26,175,73,PPrel,+u,ubiquitination,hsa04340
27,73,92,GErel,-->,expression,hsa04340
28,73,93,GErel,-->,expression,hsa04340
29,73,94,GErel,-->,expression,hsa04340
30,73,142,GErel,-->,expression,hsa04340
31,73,143,GErel,-->,expression,hsa04340
32,49,59,GErel,--|,repression,hsa04340
33,49,60,GErel,--|,repression,hsa04340
34,49,61,GErel,--|,repression,hsa04340
35,49,138,GErel,--|,repression,hsa04340
36,49,139,GErel,--|,repression,hsa04340
37,152,118,PPrel,--|,inhibition,hsa04340
38,147,118,PPrel,--|,inhibition,hsa04340
39,150,118,PPrel,--|,inhibition,hsa04340
40,160,176,PPrel,---,binding/association,hsa04340
41,161,158,PPrel,--|,inhibition,hsa04340
42,166,170,PPrel,---,binding/association,hsa04340
43,45,47,PPrel,-->,activation,hsa04340
44,45,47,PPrel,+p,phosphorylation,hsa04340
45,91,71,PPrel,-->,activation,hsa04340
46,91,71,PPrel,+p,phosphorylation,hsa04340
