,entry1,entry2,link,value,name,pathway
0,60,78,PPrel,-->,activation,hsa05110
1,69,79,PPrel,-->,activation,hsa05110
2,58,39,PCrel,-->,activation,hsa05110
3,58,39,PCrel,+p,phosphorylation,hsa05110
4,70,40,PCrel,-->,activation,hsa05110
5,70,40,PCrel,+p,phosphorylation,hsa05110
6,72,41,PCrel,-->,activation,hsa05110
7,72,41,PCrel,+p,phosphorylation,hsa05110
8,72,42,PCrel,-->,activation,hsa05110
9,72,42,PCrel,+p,phosphorylation,hsa05110
10,72,43,PCrel,-->,activation,hsa05110
11,72,43,PCrel,+p,phosphorylation,hsa05110
12,62,44,PCrel,-->,activation,hsa05110
13,62,44,PCrel,+p,phosphorylation,hsa05110
14,72,74,PPrel,67,compound,hsa05110
15,72,74,PPrel,-->,activation,hsa05110
16,72,74,PPrel,+p,phosphorylation,hsa05110
17,70,74,PPrel,67,compound,hsa05110
18,70,74,PPrel,-->,activation,hsa05110
19,70,74,PPrel,+p,phosphorylation,hsa05110
20,74,79,PPrel,67,compound,hsa05110
21,74,79,PPrel,-->,activation,hsa05110
22,74,79,PPrel,+p,phosphorylation,hsa05110
23,70,72,PPrel,67,compound,hsa05110
24,70,72,PPrel,-->,activation,hsa05110
25,70,72,PPrel,+p,phosphorylation,hsa05110
26,72,79,PPrel,67,compound,hsa05110
27,72,79,PPrel,-->,activation,hsa05110
28,72,79,PPrel,+p,phosphorylation,hsa05110
29,70,79,PPrel,67,compound,hsa05110
30,70,79,PPrel,-->,activation,hsa05110
31,70,79,PPrel,+p,phosphorylation,hsa05110
32,71,73,PPrel,54,compound,hsa05110
33,71,73,PPrel,-->,activation,hsa05110
34,71,73,PPrel,+p,phosphorylation,hsa05110
35,71,73,PPrel,55,compound,hsa05110
36,71,73,PPrel,-->,activation,hsa05110
37,71,73,PPrel,+p,phosphorylation,hsa05110
38,74,62,PPrel,-->,activation,hsa05110
39,74,62,PPrel,+p,phosphorylation,hsa05110
40,71,77,PPrel,-->,activation,hsa05110
41,71,77,PPrel,+p,phosphorylation,hsa05110
