,entry1,entry2,link,value,name,pathway
0,18,69,PPrel,---,binding/association,hsa04390
1,76,77,PPrel,---,binding/association,hsa04390
2,70,71,PPrel,---,binding/association,hsa04390
3,71,72,PPrel,---,binding/association,hsa04390
4,41,40,PPrel,---,binding/association,hsa04390
5,40,39,PPrel,---,binding/association,hsa04390
6,39,38,PPrel,---,binding/association,hsa04390
7,47,48,PPrel,---,binding/association,hsa04390
8,58,14,PPrel,--|,inhibition,hsa04390
9,58,17,PPrel,--|,inhibition,hsa04390
10,187,94,PPrel,--|,inhibition,hsa04390
11,187,96,PPrel,--|,inhibition,hsa04390
12,188,113,PPrel,--|,inhibition,hsa04390
13,191,111,PPrel,--|,inhibition,hsa04390
14,193,161,GErel,-->,expression,hsa04390
15,194,21,GErel,-->,expression,hsa04390
16,194,180,GErel,-->,expression,hsa04390
17,195,105,GErel,-->,expression,hsa04390
18,195,106,GErel,-->,expression,hsa04390
19,195,107,GErel,-->,expression,hsa04390
20,196,156,GErel,-->,expression,hsa04390
21,196,157,GErel,-->,expression,hsa04390
22,197,134,GErel,-->,expression,hsa04390
23,197,135,GErel,-->,expression,hsa04390
24,197,136,GErel,-->,expression,hsa04390
25,197,137,GErel,-->,expression,hsa04390
26,197,138,GErel,-->,expression,hsa04390
27,197,139,GErel,-->,expression,hsa04390
28,197,140,GErel,-->,expression,hsa04390
29,176,23,GErel,-->,expression,hsa04390
30,176,22,GErel,-->,expression,hsa04390
31,176,181,GErel,-->,expression,hsa04390
32,176,92,GErel,-->,expression,hsa04390
33,176,182,GErel,-->,expression,hsa04390
34,93,94,PPrel,-->,activation,hsa04390
35,142,143,PPrel,-->,activation,hsa04390
36,109,110,PPrel,-->,activation,hsa04390
37,110,112,PPrel,-->,activation,hsa04390
38,114,117,PPrel,-->,activation,hsa04390
39,19,34,PPrel,-->,activation,hsa04390
40,34,91,PPrel,---,binding/association,hsa04390
41,168,15,PPrel,--|,inhibition,hsa04390
42,20,15,PPrel,-->,activation,hsa04390
43,96,97,PPrel,---,binding/association,hsa04390
44,144,145,PPrel,---,binding/association,hsa04390
45,88,64,PPrel,--|,inhibition,hsa04390
46,87,64,PPrel,--|,inhibition,hsa04390
47,186,15,PPrel,-->,activation,hsa04390
48,186,15,PPrel,..>,indirect effect,hsa04390
49,163,15,PPrel,--|,inhibition,hsa04390
50,163,15,PPrel,-p,dephosphorylation,hsa04390
51,113,189,PPrel,--|,inhibition,hsa04390
52,113,189,PPrel,+p,phosphorylation,hsa04390
53,17,64,PPrel,--|,inhibition,hsa04390
54,17,64,PPrel,+p,phosphorylation,hsa04390
55,15,17,PPrel,-->,activation,hsa04390
56,15,17,PPrel,+p,phosphorylation,hsa04390
57,15,37,PPrel,-->,activation,hsa04390
58,15,37,PPrel,+p,phosphorylation,hsa04390
59,190,64,PPrel,-->,activation,hsa04390
60,190,64,PPrel,-p,dephosphorylation,hsa04390
61,192,64,PPrel,--|,inhibition,hsa04390
62,192,64,PPrel,..>,indirect effect,hsa04390
63,94,96,PPrel,-->,activation,hsa04390
64,94,96,PPrel,+p,phosphorylation,hsa04390
65,96,143,PPrel,-->,activation,hsa04390
66,96,143,PPrel,+p,phosphorylation,hsa04390
67,96,144,PPrel,-->,activation,hsa04390
68,96,144,PPrel,+p,phosphorylation,hsa04390
69,163,64,PPrel,-->,activation,hsa04390
70,163,64,PPrel,-p,dephosphorylation,hsa04390
71,60,15,PPrel,-->,activation,hsa04390
72,60,15,PPrel,..>,indirect effect,hsa04390
73,143,144,PPrel,-->,activation,hsa04390
74,143,144,PPrel,+p,phosphorylation,hsa04390
