,entry1,entry2,link,value,name,pathway
0,36,22,PPrel,-->,activation,hsa04927
1,22,18,PPrel,-->,activation,hsa04927
2,18,20,PCrel,-->,activation,hsa04927
3,20,15,PCrel,-->,activation,hsa04927
4,38,40,PPrel,-->,activation,hsa04927
5,40,28,PPrel,-->,activation,hsa04927
6,28,29,PCrel,-->,activation,hsa04927
7,29,61,PCrel,-->,activation,hsa04927
8,27,46,GErel,-->,expression,hsa04927
9,111,38,PPrel,-->,activation,hsa04927
10,89,90,PPrel,---,binding/association,hsa04927
11,38,127,PPrel,---,binding/association,hsa04927
12,61,95,PPrel,--|,inhibition,hsa04927
13,16,95,PCrel,--|,inhibition,hsa04927
14,61,114,PPrel,-->,activation,hsa04927
15,61,115,PPrel,-->,activation,hsa04927
16,61,116,PPrel,-->,activation,hsa04927
17,61,117,PPrel,-->,activation,hsa04927
18,61,27,PPrel,-->,activation,hsa04927
19,114,93,GErel,-->,expression,hsa04927
20,114,100,GErel,-->,expression,hsa04927
21,114,46,GErel,-->,expression,hsa04927
22,114,99,GErel,-->,expression,hsa04927
23,115,93,GErel,-->,expression,hsa04927
24,115,100,GErel,-->,expression,hsa04927
25,115,46,GErel,-->,expression,hsa04927
26,115,99,GErel,-->,expression,hsa04927
27,116,93,GErel,-->,expression,hsa04927
28,116,100,GErel,-->,expression,hsa04927
29,116,46,GErel,-->,expression,hsa04927
30,116,99,GErel,-->,expression,hsa04927
31,117,93,GErel,-->,expression,hsa04927
32,117,100,GErel,-->,expression,hsa04927
33,117,46,GErel,-->,expression,hsa04927
34,117,99,GErel,-->,expression,hsa04927
35,27,93,GErel,-->,expression,hsa04927
36,27,100,GErel,-->,expression,hsa04927
37,27,99,GErel,-->,expression,hsa04927
38,130,114,PPrel,--|,inhibition,hsa04927
39,134,36,PPrel,-->,activation,hsa04927
40,22,95,PPrel,--|,inhibition,hsa04927
41,22,95,PPrel,..>,indirect effect,hsa04927
42,95,23,PPrel,-->,activation,hsa04927
43,95,23,PPrel,..>,indirect effect,hsa04927
