,entry1,entry2,link,value,name,pathway
0,95,43,PPrel,-->,activation,hsa04151
1,43,97,PPrel,-->,activation,hsa04151
2,97,98,PPrel,-->,activation,hsa04151
3,98,99,PPrel,-->,activation,hsa04151
4,99,166,PPrel,-->,activation,hsa04151
5,249,118,PCrel,-->,activation,hsa04151
6,120,118,PPrel,-->,activation,hsa04151
7,118,263,PPrel,-->,activation,hsa04151
8,14,264,PPrel,-->,activation,hsa04151
9,43,37,PPrel,-->,activation,hsa04151
10,37,19,PPrel,-->,activation,hsa04151
11,99,19,PPrel,-->,activation,hsa04151
12,193,194,PPrel,-->,activation,hsa04151
13,194,19,PPrel,-->,activation,hsa04151
14,265,19,PPrel,-->,activation,hsa04151
15,202,266,PPrel,-->,activation,hsa04151
16,199,19,PPrel,-->,activation,hsa04151
17,189,267,PPrel,-->,activation,hsa04151
18,190,19,PPrel,-->,activation,hsa04151
19,19,5,PCrel,-->,activation,hsa04151
20,5,18,PCrel,-->,activation,hsa04151
21,268,175,PPrel,-->,activation,hsa04151
22,175,5,PCrel,-->,activation,hsa04151
23,5,17,PCrel,-->,activation,hsa04151
24,269,17,PPrel,-->,activation,hsa04151
25,263,14,PPrel,--|,inhibition,hsa04151
26,139,270,PPrel,--|,inhibition,hsa04151
27,140,270,PPrel,--|,inhibition,hsa04151
28,51,47,GErel,-->,expression,hsa04151
29,51,48,GErel,-->,expression,hsa04151
30,51,58,GErel,-->,expression,hsa04151
31,51,59,GErel,-->,expression,hsa04151
32,51,49,GErel,-->,expression,hsa04151
33,51,50,GErel,-->,expression,hsa04151
34,208,214,GErel,-->,expression,hsa04151
35,208,215,GErel,-->,expression,hsa04151
36,80,220,GErel,-->,expression,hsa04151
37,80,221,GErel,-->,expression,hsa04151
38,53,55,PPrel,--|,inhibition,hsa04151
39,89,51,PPrel,--|,inhibition,hsa04151
40,89,52,PPrel,--|,inhibition,hsa04151
41,52,54,PPrel,--|,inhibition,hsa04151
42,52,241,PPrel,--|,inhibition,hsa04151
43,7,6,PPrel,--|,inhibition,hsa04151
44,104,17,PPrel,--|,inhibition,hsa04151
45,250,17,PPrel,-->,activation,hsa04151
46,253,254,PPrel,--|,inhibition,hsa04151
47,253,258,PPrel,--|,inhibition,hsa04151
48,179,181,PPrel,---,binding/association,hsa04151
49,262,34,PPrel,-->,activation,hsa04151
50,17,206,PPrel,,,hsa04151
51,166,170,PPrel,-->,activation,hsa04151
52,166,170,PPrel,+p,phosphorylation,hsa04151
53,170,171,PPrel,-->,activation,hsa04151
54,170,171,PPrel,+p,phosphorylation,hsa04151
55,12,10,PPrel,-->,activation,hsa04151
56,12,10,PPrel,+p,phosphorylation,hsa04151
57,10,9,PPrel,-->,activation,hsa04151
