,entry1,entry2,link,value,name,pathway
0,28,117,PPrel,-->,activation,hsa05205
1,90,92,PPrel,-->,activation,hsa05205
2,28,87,PPrel,---,binding/association,hsa05205
3,87,119,PPrel,-->,activation,hsa05205
4,119,122,PPrel,-->,activation,hsa05205
5,114,43,PCrel,---,binding/association,hsa05205
6,87,43,PCrel,---,binding/association,hsa05205
7,130,43,PCrel,---,binding/association,hsa05205
8,130,69,PPrel,---,binding/association,hsa05205
9,130,80,PPrel,---,binding/association,hsa05205
10,80,81,PPrel,-->,activation,hsa05205
11,81,85,PPrel,+p,phosphorylation,hsa05205
12,81,86,PPrel,+p,phosphorylation,hsa05205
13,85,135,GErel,-->,expression,hsa05205
14,86,135,GErel,-->,expression,hsa05205
15,539,79,PPrel,---,binding/association,hsa05205
16,69,72,PPrel,-->,activation,hsa05205
17,72,73,PPrel,---,binding/association,hsa05205
18,25,43,PCrel,---,binding/association,hsa05205
19,25,26,PPrel,-->,activation,hsa05205
20,26,68,PPrel,-->,activation,hsa05205
21,68,72,PPrel,..>,indirect effect,hsa05205
22,72,26,PPrel,---,binding/association,hsa05205
23,66,26,PPrel,---,binding/association,hsa05205
24,25,124,PPrel,-->,activation,hsa05205
25,124,31,PPrel,---,binding/association,hsa05205
26,31,33,PPrel,---,binding/association,hsa05205
27,33,66,PPrel,..>,indirect effect,hsa05205
28,65,39,PPrel,-->,activation,hsa05205
29,25,59,PPrel,-->,activation,hsa05205
30,59,128,PPrel,-->,activation,hsa05205
31,128,57,PPrel,-->,activation,hsa05205
32,57,50,PPrel,..>,indirect effect,hsa05205
33,53,56,PPrel,+p,phosphorylation,hsa05205
34,48,43,PCrel,---,binding/association,hsa05205
35,48,36,PPrel,---,binding/association,hsa05205
36,36,50,PPrel,-->,activation,hsa05205
37,98,43,PCrel,---,binding/association,hsa05205
38,98,100,PPrel,---,binding/association,hsa05205
39,100,540,PPrel,---,binding/association,hsa05205
40,100,107,PPrel,---,binding/association,hsa05205
41,540,106,PPrel,-->,activation,hsa05205
42,107,106,GErel,-->,expression,hsa05205
43,98,422,PPrel,---,binding/association,hsa05205
44,427,435,PPrel,--|,inhibition,hsa05205
45,186,240,PPrel,---,binding/association,hsa05205
46,240,241,PPrel,---,binding/association,hsa05205
47,254,541,PPrel,-->,activation,hsa05205
48,186,509,PPrel,---,binding/association,hsa05205
49,186,195,PPrel,--|,inhibition,hsa05205
50,394,193,PPrel,--|,inhibition,hsa05205
51,186,521,PPrel,---,binding/association,hsa05205
52,542,506,PPrel,..>,indirect effect,hsa05205
53,186,543,PPrel,---,binding/association,hsa05205
54,186,199,PPrel,---,binding/association,hsa05205
55,201,233,GErel,-->,expression,hsa05205
56,233,236,PPrel,--|,inhibition,hsa05205
57,202,223,GErel,-->,expression,hsa05205
58,220,223,GErel,-->,expression,hsa05205
59,186,205,PPrel,---,binding/association,hsa05205
60,205,207,PPrel,---,binding/association,hsa05205
61,211,214,PPrel,--|,inhibition,hsa05205
62,211,215,PPrel,--|,inhibition,hsa05205
63,214,219,PPrel,--|,inhibition,hsa05205
64,215,219,PPrel,--|,inhibition,hsa05205
65,210,214,PPrel,--|,inhibition,hsa05205
66,210,215,PPrel,--|,inhibition,hsa05205
67,219,538,PPrel,--|,inhibition,hsa05205
68,267,263,PPrel,-->,activation,hsa05205
69,263,264,PPrel,-->,activation,hsa05205
70,267,144,PPrel,--|,inhibition,hsa05205
71,144,146,PPrel,--|,inhibition,hsa05205
72,267,268,PPrel,--|,inhibition,hsa05205
73,154,273,PPrel,--|,inhibition,hsa05205
74,282,281,PCrel,---,binding/association,hsa05205
75,277,281,PPrel,-->,activation,hsa05205
76,406,285,PPrel,-->,activation,hsa05205
77,406,412,PCrel,---,binding/association,hsa05205
78,411,285,PPrel,-->,activation,hsa05205
79,407,412,PCrel,---,binding/association,hsa05205
80,407,287,PPrel,-->,activation,hsa05205
81,293,288,PCrel,---,binding/association,hsa05205
82,288,289,PPrel,-->,activation,hsa05205
83,289,161,PPrel,-->,activation,hsa05205
84,161,162,PPrel,-->,activation,hsa05205
85,289,170,PPrel,-->,activation,hsa05205
86,171,172,PPrel,-->,activation,hsa05205
87,532,296,PPrel,-->,activation,hsa05205
88,296,295,PPrel,-->,activation,hsa05205
89,418,417,PPrel,-->,activation,hsa05205
90,418,301,PPrel,-->,activation,hsa05205
91,275,273,PPrel,...,state change,hsa05205
92,301,303,PPrel,-->,activation,hsa05205
93,301,304,PPrel,-->,activation,hsa05205
94,301,305,PPrel,-->,activation,hsa05205
95,303,307,PPrel,-->,activation,hsa05205
96,304,307,PPrel,-->,activation,hsa05205
97,305,307,PPrel,-->,activation,hsa05205
98,319,310,PCrel,---,binding/association,hsa05205
99,310,312,PPrel,-->,activation,hsa05205
100,312,323,PPrel,-->,activation,hsa05205
101,544,328,PPrel,-->,activation,hsa05205
102,328,330,PPrel,-->,activation,hsa05205
103,312,332,PPrel,-->,activation,hsa05205
104,316,319,PCrel,---,binding/association,hsa05205
105,316,313,PPrel,-->,activation,hsa05205
106,313,185,PPrel,-->,activation,hsa05205
107,313,179,PPrel,-->,activation,hsa05205
108,313,180,PPrel,-->,activation,hsa05205
109,313,181,PPrel,-->,activation,hsa05205
