,entry1,entry2,link,value,name,pathway
0,713,714,PPrel,-->,activation,hsa05200
1,120,119,PPrel,-->,activation,hsa05200
2,125,715,PPrel,-->,activation,hsa05200
3,715,129,PPrel,-->,activation,hsa05200
4,130,716,PPrel,-->,activation,hsa05200
5,716,132,PPrel,-->,activation,hsa05200
6,132,140,PPrel,-->,activation,hsa05200
7,717,140,PPrel,-->,activation,hsa05200
8,136,141,PPrel,-->,activation,hsa05200
9,136,173,PPrel,-->,activation,hsa05200
10,152,143,PPrel,-->,activation,hsa05200
11,155,145,PPrel,-->,activation,hsa05200
12,156,146,PPrel,-->,activation,hsa05200
13,154,149,PPrel,-->,activation,hsa05200
14,143,140,PPrel,-->,activation,hsa05200
15,143,142,PPrel,-->,activation,hsa05200
16,144,140,PPrel,-->,activation,hsa05200
17,144,142,PPrel,-->,activation,hsa05200
18,143,186,PPrel,-->,activation,hsa05200
19,145,186,PPrel,-->,activation,hsa05200
20,145,173,PPrel,-->,activation,hsa05200
21,145,140,PPrel,-->,activation,hsa05200
22,146,186,PPrel,-->,activation,hsa05200
23,146,173,PPrel,-->,activation,hsa05200
24,146,140,PPrel,-->,activation,hsa05200
25,147,140,PPrel,-->,activation,hsa05200
26,147,173,PPrel,-->,activation,hsa05200
27,148,140,PPrel,-->,activation,hsa05200
28,148,173,PPrel,-->,activation,hsa05200
29,149,173,PPrel,-->,activation,hsa05200
30,150,173,PPrel,-->,activation,hsa05200
31,173,174,PPrel,-->,activation,hsa05200
32,174,175,PPrel,-->,activation,hsa05200
33,175,176,PPrel,-->,activation,hsa05200
34,175,140,PPrel,-->,activation,hsa05200
35,175,179,PPrel,-->,activation,hsa05200
36,199,176,PPrel,-->,activation,hsa05200
37,175,187,PPrel,-->,activation,hsa05200
38,187,188,PPrel,-->,activation,hsa05200
39,188,190,PPrel,-->,activation,hsa05200
40,188,191,PPrel,-->,activation,hsa05200
41,187,189,PPrel,-->,activation,hsa05200
42,331,718,PPrel,-->,activation,hsa05200
43,454,365,PPrel,-->,activation,hsa05200
44,365,366,PPrel,-->,activation,hsa05200
45,366,367,PPrel,-->,activation,hsa05200
46,367,368,PPrel,-->,activation,hsa05200
47,251,410,PPrel,-->,activation,hsa05200
48,256,719,PPrel,-->,activation,hsa05200
49,129,161,PPrel,--|,inhibition,hsa05200
50,309,312,PPrel,--|,inhibition,hsa05200
51,310,312,PPrel,--|,inhibition,hsa05200
52,310,314,PPrel,--|,inhibition,hsa05200
53,720,322,PPrel,--|,inhibition,hsa05200
54,358,721,PPrel,--|,inhibition,hsa05200
55,318,317,PPrel,--|,inhibition,hsa05200
56,237,238,PPrel,--|,inhibition,hsa05200
57,238,239,PPrel,--|,inhibition,hsa05200
58,184,175,PPrel,..>,indirect effect,hsa05200
